call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_s_m_s,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,f_n,f_p,churn
0.02696886372659908,-0.29628746099351677,0.636013235439893,-0.6287221867756561,-0.03911505556404642,0.008974991932244053,-0.6139605988786145,-0.3996603794070952,0.18460067929330867,-0.2955862519706612,-0.5619514869490164,-0.12157413828809085,-0.5392229459963764,-0.5392229459963767,-0.5703535791169042,0
-1.0651982641001474,-0.29628746099351677,0.7506718299748855,-0.6287221867756561,-1.00411236307499,-1.141022271320542,-0.5961102670077845,-1.1558739056331757,-0.9347864185490945,-0.2955862519706612,1.7795130420052185,-0.6858840635666889,-0.8339724922482137,-0.8339724922482137,-0.7635351652771432,0
0.3000106456832857,-0.29628746099351677,0.5213546409049005,-0.6287221867756561,-0.49565499596347357,-0.18269121860988696,2.545548142258305,0.007531519330024987,0.18460067929330867,-0.2955862519706612,-0.5619514869490164,-0.12157413828809085,2.0638196481506483,2.0638196481506483,2.0786321037817115,0
0.3000106456832857,-0.29628746099351677,0.636013235439893,-0.6287221867756561,-0.08007742893321777,-0.07814601285963367,-0.6496612626202747,0.6474045030597854,-2.0541735163914976,-0.2955862519706612,-0.5619514869490164,-1.8145039141238848,-0.4568280001162745,-0.45682800011627467,-0.48650438184661615,0
-0.6556355911651175,-0.29628746099351677,0.636013235439893,-0.6287221867756561,-0.5099441959759752,-0.21753962052663806,-0.6407360966848596,0.5310639605634653,-2.0541735163914976,-0.2955862519706612,-0.5619514869490164,-1.8145039141238848,-0.6400002470745993,-0.6400002470745995,-0.6729095758253841,0
0.436531536661629,-0.29628746099351677,0.636013235439893,0.01629517546718765,-0.18081628902135427,0.20064120247437506,-0.3729811186224088,0.2402126043226651,0.18460067929330867,-0.2955862519706612,-0.5619514869490164,-0.12157413828809085,-0.374666357527952,-0.37466635752795213,-0.4028926056162628,0
-0.5191147001867742,-0.29628746099351677,0.636013235439893,-0.6287221867756561,-0.5178032559828512,-0.5485994387357734,1.885085863037593,-0.3414901081589352,0.18460067929330867,-0.2955862519706612,-0.5619514869490164,-0.12157413828809085,1.4794726700071033,1.4794726700071033,1.4839715390918158,0
0.7095733186183156,-0.29628746099351677,0.5213546409049005,0.6613125377100313,1.090922512091291,0.8801850398510214,0.6266374661440742,1.1127666730450656,0.18460067929330867,-0.2955862519706612,-0.5619514869490164,-0.12157413828809085,0.9146454006091037,0.9146454006091035,0.9091752014097938,0
-0.10955202725174425,-0.29628746099351677,0.636013235439893,-0.6287221867756561,2.200240739728501,1.7165466858530476,-0.6585864285556897,1.1709369442932256,0.18460067929330867,-0.2955862519706612,-0.5619514869490164,-0.12157413828809085,0.16076469710583935,0.16076469710583927,0.14198868103398146,0
-0.10955202725174425,-0.29628746099351677,0.636013235439893,0.01629517546718765,-0.00458282220050081,0.2180654034327506,-0.6407360966848596,0.06570179057818502,0.18460067929330867,-0.2955862519706612,-0.5619514869490164,-0.12157413828809085,-0.5503437362378627,-0.5503437362378628,-0.5816706486871273,0
-0.24607291823008756,-0.29628746099351677,0.636013235439893,-0.6287221867756561,0.32954630475849567,0.42715581493325716,-0.5961102670077845,-0.6905117356478954,0.18460067929330867,-0.2955862519706612,-0.5619514869490164,-0.12157413828809085,-0.40141846831865996,-0.40141846831866007,-0.4301168848621136,0
0.1634897547049424,-0.29628746099351677,0.636013235439893,-0.6287221867756561,-0.5468579626749378,-0.28723642436014024,-0.5871851010723694,-0.3996603794070952,0.18460067929330867,-0.2955862519706612,1.7795130420052185,-0.12157413828809085,-0.6830155414964317,-0.6830155414964318,-0.7166840800633532,0
2.3478240103584356,-0.29628746099351677,0.636013235439893,1.3063298999528752,2.525796346679997,2.6923019395220784,-0.17662746804327822,0.47289368931530523,0.18460067929330867,-0.2955862519706612,-0.5619514869490164,-0.12157413828809085,0.6913741503761893,0.6913741503761891,0.6819632661922408,0
-0.5191147001867742,-0.29628746099351677,0.636013235439893,0.01629517546718765,-0.3427605558297061,-0.75768985023628,3.6522687182497684,-0.9231928206405355,0.18460067929330867,-0.2955862519706612,-0.5619514869490164,-0.12157413828809085,3.075500489070183,3.0755004890701825,3.1081688732854187,0
0.1634897547049424,-0.29628746099351677,0.5213546409049005,-0.6287221867756561,2.6079592467518813,1.9430612983119295,0.6801884617565644,0.35655314681898514,-0.9347864185490945,-0.2955862519706612,-0.5619514869490164,-0.6858840635666889,1.759543550817818,1.7595435508178179,1.7689856049901487,0
-0.6556355911651175,-0.29628746099351677,0.5213546409049005,0.01629517546718765,0.4681515448797615,0.27033800630787724,1.0014944354315054,0.12387206182634505,0.18460067929330867,-0.2955862519706612,-0.5619514869490164,-0.12157413828809085,1.0351854346951426,1.0351854346951423,1.0318427387094127,0
-1.0651982641001474,-0.29628746099351677,0.5213546409049005,-0.6287221867756561,-0.8714609562922665,-0.984204462695162,-0.6585864285556897,-0.7486820068960555,-0.9347864185490945,-0.2955862519706612,1.7795130420052185,-0.6858840635666889,-0.8456959826601299,-0.8456959826601301,-0.7635351652771432,1
-0.7921564821434608,-0.29628746099351677,0.636013235439893,-0.6287221867756561,-0.910756256326646,-0.984204462695162,-0.5425592713952944,-0.9231928206405355,0.18460067929330867,-0.2955862519706612,1.7795130420052185,-0.12157413828809085,-0.7660715133699088,-0.7660715133699089,-0.7635351652771432,0
-1.0651982641001474,-0.29628746099351677,0.5213546409049005,-0.6287221867756561,-1.0798451231412487,-1.2281432761124198,-0.6585864285556897,-1.3885549906258157,-0.9347864185490945,-0.2955862519706612,1.7795130420052185,-0.6858840635666889,-0.9234734675570974,-0.9234734675570976,-0.7635351652771432,1
-0.6556355911651175,-0.29628746099351677,0.5213546409049005,-0.6287221867756561,0.708210105089789,0.9847302456012746,2.768677290643681,1.1127666730450656,-0.9347864185490945,-0.2955862519706612,-0.5619514869490164,-0.6858840635666889,3.1040704213426715,3.104070421342672,3.1372430581340955,0
-0.10955202725174425,-0.29628746099351677,0.5213546409049005,0.01629517546718765,1.6505828459142715,1.4551836714774145,-0.5604096032661244,1.3454477580377058,1.3039877771357118,-0.2955862519706612,-0.5619514869490164,1.571355637547703,-0.30526834919406237,-0.30526834919406254,-0.3322697387790061,0
0.02696886372659908,-0.29628746099351677,0.5213546409049005,0.01629517546718765,0.5200689715918508,0.07867179576574623,0.30533149246913327,0.7637450455561053,-0.9347864185490945,-0.2955862519706612,-0.5619514869490164,-0.6858840635666889,0.6157158370462182,0.6157158370462181,0.6049696014500684,0
2.074782228401749,3.3751006426217995,0.06272026276493058,-0.6287221867756561,-0.852408689608931,-0.40920583106876907,-0.5157837735890493,-0.3996603794070952,-0.9347864185490945,-0.2955862519706612,1.7795130420052185,-0.6858840635666889,-0.6958277806033186,-0.695827780603319,-0.7297224521731029,1
