account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,international_plan_Yes,voice_mail_plan_Yes
0.6921633186157149,1.2475083816833452,1.5796695875462738,0.4848677513166816,1.5799423437767248,-0.0586188503972078,-0.0507812279668054,-0.0584454935312864,0.8574034446394462,-0.4690310420306926,0.8567069500680585,-0.0850202957376431,-0.5975267343143399,-0.0856813735632301,-0.4291724104559059,False,False,True
0.1612778272599949,1.3209852583528354,-0.3299180860889401,1.1353747201214486,-0.3301935001562776,-0.0959161993567759,0.1476544682728489,-0.0953965521222034,1.048458149949096,0.149053609971034,1.0492931764622362,1.2421789465716733,-0.5975267343143399,1.2429206267832689,-0.4291724104559059,False,False,True
0.9196856720538804,-0.5894135350539065,1.1793019303686492,0.6850237417181483,1.1794649992248627,-1.5544388455125142,0.494916936692244,-1.554963366463425,-0.759667824012329,0.2005606643045112,-0.7583911758285706,0.7041251996895179,0.2168936510036713,0.6981938066412041,-1.1919548413062029,False,False,False
-0.420168187081984,-0.5894135350539065,2.212508787601228,-1.4666531550976192,2.212674842079532,-2.7185087367242944,-0.596479392625855,-2.718921712077311,-0.0840826289483106,-0.572045150697647,-0.0843393834489479,-1.3046087886705289,1.0313140363216826,-1.3079952138820097,0.3336100203943908,False,True,False
-0.6476905405201497,-0.5894135350539065,-0.2358224615909732,0.6349847441177816,-0.2357720124164075,-1.0224608682470966,1.0902240254112072,-1.0214824580570612,-0.2810462426695987,1.076180587973624,-0.2813025695339023,-0.0491500459454995,-0.5975267343143399,-0.0458233135528354,1.0963924512446874,False,True,False
0.4393607036844196,-0.5894135350539065,0.8102994813570136,-0.1156002198877186,0.810461483919623,0.3968014105827801,0.0484366201530217,0.3965144153693788,0.053791900656591,0.9216594249731922,0.0557233266559089,-1.4122195380469598,0.6241038436626769,-1.4142833739097296,-1.1919548413062029,False,True,False
0.5152014881638083,1.174031505013855,0.7143588446139881,-0.6159901958913855,0.7138693872661935,2.9075019010715946,0.3956990885724169,2.906876958389802,0.2251502445941114,0.9216594249731922,0.2264247545962033,-0.9817765405412354,1.0313140363216826,-0.975844713795385,1.0963924512446874,False,False,True
1.1724882869851758,-0.5894135350539065,-0.4147886493616162,-1.0663411742946856,-0.4148472477851263,-1.9097451698115568,-0.2988258482663734,-1.9106173054010012,0.2093931554964087,-0.2114957703633065,0.2089169158330958,-1.1252575397098104,0.6241038436626769,-1.1219909338334997,-1.1919548413062029,False,True,False
1.0208067180263989,2.129230901717226,1.4597437916174922,-0.8161461862928522,1.4594735490741322,0.424283667710883,0.5445258607521577,0.4242277093125668,2.46659616874237,-0.1599887160298293,2.467428116273911,0.3454227017680809,0.2168936510036713,0.3394712665476493,-1.1919548413062029,False,True,True
-0.6729708020132792,-0.5894135350539065,0.151630109871244,1.3355307105229153,0.1516816786540935,-0.7260450949368458,2.380056050968961,-0.7258739893297249,-0.1018093541832266,-0.3145098790302609,-0.1018472222120546,-0.4078525438669365,0.2168936510036713,-0.4045458536463902,-1.1919548413062029,False,False,False
