call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_s_m_s,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,churn
0.026968863726599,-0.2962874609935167,0.636013235439893,-0.6287221867756561,-0.0391150555640464,0.008974991932244,-0.6139605988786145,-0.3996603794070952,0.1846006792933086,-0.2955862519706612,-0.5619514869490164,-0.1215741382880908,-0.5392229459963764,0
-1.0651982641001474,-0.2962874609935167,0.7506718299748855,-0.6287221867756561,-1.00411236307499,-1.141022271320542,-0.5961102670077845,-1.1558739056331755,-0.9347864185490944,-0.2955862519706612,1.7795130420052183,-0.6858840635666889,-0.8339724922482137,0
0.3000106456832857,-0.2962874609935167,0.5213546409049005,-0.6287221867756561,-0.4956549959634735,-0.1826912186098869,2.545548142258305,0.0075315193300249,0.1846006792933086,-0.2955862519706612,-0.5619514869490164,-0.1215741382880908,2.0638196481506483,0
0.3000106456832857,-0.2962874609935167,0.636013235439893,-0.6287221867756561,-0.0800774289332177,-0.0781460128596336,-0.6496612626202747,0.6474045030597854,-2.0541735163914976,-0.2955862519706612,-0.5619514869490164,-1.8145039141238848,-0.4568280001162745,0
-0.6556355911651175,-0.2962874609935167,0.636013235439893,-0.6287221867756561,-0.5099441959759752,-0.217539620526638,-0.6407360966848596,0.5310639605634653,-2.0541735163914976,-0.2955862519706612,-0.5619514869490164,-1.8145039141238848,-0.6400002470745993,0
0.436531536661629,-0.2962874609935167,0.636013235439893,0.0162951754671876,-0.1808162890213542,0.200641202474375,-0.3729811186224088,0.2402126043226651,0.1846006792933086,-0.2955862519706612,-0.5619514869490164,-0.1215741382880908,-0.374666357527952,0
-0.5191147001867742,-0.2962874609935167,0.636013235439893,-0.6287221867756561,-0.5178032559828512,-0.5485994387357734,1.885085863037593,-0.3414901081589352,0.1846006792933086,-0.2955862519706612,-0.5619514869490164,-0.1215741382880908,1.4794726700071033,0
0.7095733186183156,-0.2962874609935167,0.5213546409049005,0.6613125377100313,1.090922512091291,0.8801850398510214,0.6266374661440742,1.1127666730450656,0.1846006792933086,-0.2955862519706612,-0.5619514869490164,-0.1215741382880908,0.9146454006091036,0
-0.1095520272517442,-0.2962874609935167,0.636013235439893,-0.6287221867756561,2.200240739728501,1.7165466858530476,-0.6585864285556897,1.1709369442932256,0.1846006792933086,-0.2955862519706612,-0.5619514869490164,-0.1215741382880908,0.1607646971058393,0
-0.1095520272517442,-0.2962874609935167,0.636013235439893,0.0162951754671876,-0.0045828222005008,0.2180654034327506,-0.6407360966848596,0.065701790578185,0.1846006792933086,-0.2955862519706612,-0.5619514869490164,-0.1215741382880908,-0.5503437362378627,0
-0.2460729182300875,-0.2962874609935167,0.636013235439893,-0.6287221867756561,0.3295463047584956,0.4271558149332571,-0.5961102670077845,-0.6905117356478954,0.1846006792933086,-0.2955862519706612,-0.5619514869490164,-0.1215741382880908,-0.4014184683186599,0
0.1634897547049424,-0.2962874609935167,0.636013235439893,-0.6287221867756561,-0.5468579626749378,-0.2872364243601402,-0.5871851010723694,-0.3996603794070952,0.1846006792933086,-0.2955862519706612,1.7795130420052183,-0.1215741382880908,-0.6830155414964317,0
2.347824010358436,-0.2962874609935167,0.636013235439893,1.3063298999528752,2.525796346679997,2.6923019395220784,-0.1766274680432782,0.4728936893153052,0.1846006792933086,-0.2955862519706612,-0.5619514869490164,-0.1215741382880908,0.6913741503761893,0
